id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
314,M,1.425,1.1375,0.3625,24.720764,10.0073735,5.6415505,7.7961125,10.0
315,I,0.7,0.5375,0.1875,3.6003865,1.20485375,0.6520385,0.850485,5.0
316,F,1.2375,0.9625,0.3125,17.19397175,8.37727725,3.9972795,4.35164825,8.0
317,F,1.6125,1.275,0.4,31.808139,14.67086625,6.56290925,8.1363065,9.0
318,F,1.3875,1.1,0.3875,27.11629675,9.4970825,5.59902625,9.07184,10.0
319,I,1.425,1.1125,0.3625,25.287754,10.092422,5.40057975,7.767763,11.0
320,M,1.6,1.2625,0.4125,33.57998275,14.18892475,6.690482,8.221355,12.0
321,M,1.625,1.3125,0.4375,37.32211675,15.6772735,7.41339425,10.489315,19.0
322,I,0.875,0.65,0.2375,5.1312595,2.11203775,1.077281,1.70097,5.0
323,F,1.575,1.2375,0.375,36.3724085,16.62698175,8.12213175,8.3064035,8.0
324,I,0.925,0.7,0.2375,7.654365,3.04757125,1.65844575,2.26796,8.0
325,I,1.25,0.9375,0.3125,15.3937785,7.257472,2.9199985,4.819415,9.0
326,I,0.9125,0.675,0.1875,6.30776375,3.345241,1.4458245,1.8427175,10.0
327,F,1.4875,1.1625,0.4375,29.256684,10.4609655,6.59125875,10.3475675,12.0
328,M,1.525,1.1875,0.4125,28.519597,13.31009025,7.01650125,7.72523875,11.0
329,F,1.375,1.05,0.325,20.08562075,7.27164675,4.97533725,6.6621325,12.0
330,M,0.75,0.5625,0.1875,4.80524025,1.6159215,0.94970825,1.247378,5.0
331,F,1.5625,1.2375,0.3875,32.89959475,13.73533275,6.4353365,10.0640725,11.0
332,F,1.6125,1.25,0.4,37.0527965,12.85649825,9.00096625,12.8423235,14.0
333,M,1.4,1.1375,0.4125,26.251637,11.1413535,5.62737575,7.49844275,8.0
334,I,1.3,0.975,0.3375,17.4916415,7.9095105,3.04757125,4.43669675,9.0
335,F,1.7875,1.425,0.4875,53.29706,25.47202575,11.1413535,12.96989625,11.0
336,I,0.4875,0.3625,0.125,0.86465975,0.283495,0.21262125,0.340194,4.0
337,I,1.1,0.8625,0.275,11.38232425,5.14543425,2.14038725,3.685435,8.0
338,M,1.5625,1.225,0.4125,33.55163325,13.53688625,6.747181,10.0640725,11.0
339,I,1.1,0.85,0.275,12.94154675,5.613201,2.5231055,3.40194,7.0
340,I,1.425,1.0375,0.425,21.87163925,9.96484925,5.00368675,6.9456275,8.0
341,M,1.5625,1.2875,0.4125,35.02580725,13.11164375,8.37727725,11.056305,10.0
342,I,1.425,1.075,0.3375,24.16794875,10.44679075,4.53592,7.2291225,9.0
343,I,0.9625,0.75,0.25,9.28446125,3.47281375,1.80019325,2.324659,8.0
344,F,1.375,1.075,0.3375,22.58037675,10.13494625,4.86193925,6.9456275,8.0
345,I,1.3125,0.9625,0.3125,15.43630275,6.95980225,3.04757125,4.1673765,10.0
346,F,1.6,1.2,0.5,39.81687275,18.86659225,8.09378225,10.3475675,10.0
347,M,1.525,1.2125,0.4,34.8415355,17.3215445,7.314171,8.50485,8.0
348,M,1.325,1.05,0.35,19.83047525,8.71747125,3.92640575,5.10291,8.0
349,F,1.475,1.175,0.3875,31.2694985,15.2803805,6.59125875,7.93786,9.0
350,F,1.65,1.3125,0.4375,43.47395825,18.9091165,8.85921875,11.7650425,11.0
351,F,1.4875,1.15,0.375,33.40988575,15.46465225,7.32834575,8.788345,11.0
352,I,1.3375,1.025,0.3125,23.359988,7.597666,5.556502,7.087375,14.0
353,M,1.5625,1.225,0.4625,33.40988575,13.154168,8.8166945,8.788345,15.0
354,I,0.9,0.6625,0.225,4.86193925,1.70097,1.190679,1.417475,6.0
355,I,1.1375,0.9,0.3,13.39513875,6.13766675,3.118445,3.118445,6.0
356,M,1.575,1.225,0.4,35.6920205,16.0741665,7.27164675,9.4970825,11.0
357,F,1.65,1.3125,0.4375,44.395317,20.2131935,9.36950975,10.1207715,11.0
358,I,1.1375,0.875,0.2625,12.5021295,5.159609,2.2963095,4.252425,8.0
359,I,0.575,0.475,0.15,2.16873675,0.737087,0.26932025,0.56699,5.0
360,F,1.5625,1.2,0.4125,32.0065855,14.401546,6.36446275,8.50485,18.0
361,I,0.6,0.4375,0.1375,1.8994165,0.737087,0.66621325,0.5953395,4.0
362,M,1.3625,1.025,0.3,18.597272,8.23552975,4.63514325,5.10291,10.0
363,M,1.5,1.175,0.4375,31.3261975,13.08329425,7.0023265,10.8011595,10.0
364,F,1.55,1.2,0.425,35.833768,14.52911875,7.29999625,9.07184,11.0
365,I,0.625,0.4375,0.1625,1.80019325,0.75126175,0.38271825,0.56699,4.0
366,M,1.5125,1.175,0.4125,30.1922175,13.65028425,6.93145275,8.9300925,11.0
367,I,0.9625,0.725,0.2125,7.92368525,3.10427025,1.757669,2.26796,7.0
368,M,1.4125,1.025,0.35,23.09066775,11.15552825,4.09650275,6.9456275,8.0
369,F,1.4375,1.125,0.4,29.199985,12.8990225,6.13766675,8.3631025,12.0
370,M,1.3125,1.0,0.3625,18.86659225,8.43397625,4.5075705,6.23689,9.0
371,F,1.625,1.2375,0.4,34.23202125,15.46465225,7.144074,9.7805775,12.0
372,F,1.5375,1.1875,0.4125,31.79396425,14.18892475,6.350288,9.07184,9.0
373,M,1.6875,1.2875,0.5125,47.230267,20.19901875,10.92873225,13.7495075,20.0
374,M,1.375,1.1,0.425,37.42134,14.968536,7.1724235,9.355335,19.0
375,M,1.3375,1.0,0.3375,23.019794,11.6516445,5.48562825,5.6699,10.0
376,F,1.6875,1.3125,0.425,42.51007525,16.8112535,8.731646,11.1980525,9.0
377,M,1.375,1.1125,0.375,24.834162,13.0691195,5.273007,6.6621325,8.0
378,M,1.4875,1.175,0.4,32.89959475,14.4298955,6.87475375,8.788345,10.0
379,I,1.05,0.8,0.325,9.8372765,3.9405805,1.984465,2.9199985,7.0
380,M,1.3625,1.025,0.4,21.70154225,8.1930055,3.95475525,6.80388,18.0
381,F,1.0875,0.8875,0.275,12.99824575,5.6982495,2.664853,3.685435,7.0
382,I,1.0,0.775,0.25,9.25611175,3.798833,1.871067,2.65067825,7.0
383,M,1.7375,1.325,0.4375,51.95045875,19.5895045,11.3114505,13.60776,12.0
384,I,0.8,0.6,0.1875,4.309124,2.154562,0.86465975,1.2757275,6.0
385,M,1.425,1.1125,0.3625,26.63435525,10.02154825,5.4714535,7.654365,12.0
386,F,1.5,1.2,0.4125,31.62386725,14.21727425,7.66853975,8.80251975,10.0
387,M,1.5625,1.2125,0.4375,36.740952,17.10892325,8.29222875,9.355335,10.0
388,I,1.4875,1.1625,0.3625,28.5479465,14.92601175,6.860579,7.5126175,11.0
389,I,1.1125,0.9,0.25,13.2392165,5.613201,2.5798045,3.4869885,8.0
390,M,1.3875,1.0625,0.4,26.761928,9.85145125,6.08096775,8.221355,12.0
391,I,0.8875,0.6375,0.2125,5.10291,2.26796,1.09145575,1.5592225,6.0
392,I,0.9625,0.75,0.275,9.015141,4.63514325,2.08368825,2.5798045,6.0
393,I,0.6875,0.5125,0.2,2.8066005,1.0489315,0.52446575,0.850485,5.0
394,M,1.125,0.875,0.2625,11.509897,4.74854125,2.87747425,3.8271825,8.0
395,M,1.325,1.0375,0.325,22.1976585,8.40562675,5.17378375,6.23689,10.0
396,I,1.2875,1.0125,0.325,20.31241675,7.69688925,4.649318,5.2446575,13.0
397,M,1.5875,1.2375,0.425,35.13920525,14.4298955,8.68912175,9.63883,9.0
398,M,1.3875,1.0625,0.375,26.7902775,8.97261675,5.8683465,8.788345,12.0
399,I,1.125,0.875,0.275,13.1258185,6.520385,2.84912475,3.2601925,7.0
400,M,1.5625,1.15,0.3875,33.40988575,17.42076775,6.010094,8.3631025,9.0
401,I,1.325,0.9875,0.3125,17.19397175,8.34892775,3.742134,4.819415,7.0
402,F,1.4875,1.15,0.375,28.179403,12.47378,5.1312595,7.0590255,10.0
403,M,1.45,1.15,0.375,27.8675585,13.9196045,6.2085405,6.23689,9.0
404,F,1.725,1.375,0.5,49.8100715,16.726205,8.6465975,16.03164225,25.0
405,F,1.45,1.125,0.3875,31.62386725,14.33067225,7.58349125,7.824462,12.0
406,F,1.175,0.875,0.3,12.984071,5.0178615,3.6003865,3.8271825,9.0
407,M,1.45,1.125,0.375,27.45649075,13.42348825,5.273007,7.37087,14.0
408,M,1.5125,1.1875,0.3625,26.932025,12.65805175,5.54232725,7.654365,9.0
409,M,1.525,1.1875,0.4375,33.72173025,11.18387775,6.577084,13.324265,20.0
410,I,0.9625,0.725,0.25,7.9095105,3.5436875,1.3891255,2.1262125,7.0
411,F,0.9625,0.725,0.2875,6.27941425,2.67902775,1.99863975,2.1262125,7.0
412,M,1.5625,1.225,0.4,30.03629525,14.288148,5.9250455,8.1363065,9.0
413,F,1.45,1.15,0.4125,29.1149365,11.3681495,6.010094,8.788345,12.0
414,M,1.45,1.125,0.4,25.741346,9.752228,4.932813,9.07184,15.0
415,M,1.55,1.2375,0.4375,42.51007525,20.31241675,6.4353365,11.056305,10.0
416,M,1.0125,0.775,0.2875,12.757275,4.77689075,3.175144,3.40194,11.0
417,M,1.475,1.175,0.375,27.79668475,11.75086775,5.8683465,9.3269855,12.0
418,M,1.6625,1.2875,0.5,38.9805625,15.86154525,8.3631025,11.1980525,12.0
419,I,1.375,1.0625,0.35,23.2891143,11.15552825,4.9044635,6.3786375,8.0
420,M,1.425,1.1125,0.4,22.5378525,9.355335,4.89028875,6.9456275,9.0
421,I,1.2375,0.9625,0.3625,16.76872925,8.164656,3.98310475,5.2446575,8.0
422,I,1.0125,0.7625,0.25,8.901743,3.912231,2.22543575,2.6365035,6.0
423,M,1.1,0.9125,0.3125,11.8217415,5.74077375,2.83495,3.685435,10.0
424,F,1.65,1.2625,0.4125,34.9549335,15.52135125,7.10154975,9.015141,10.0
425,I,1.025,0.75,0.25,8.958442,3.55786225,1.77184375,2.62232875,7.0
426,M,1.45,1.15,0.4125,29.5118295,10.61688775,7.144074,9.7805775,13.0
427,M,1.65,1.2875,0.5125,45.20327775,14.47241975,7.55514175,17.0097,20.0
428,F,1.3125,1.0875,0.375,29.3417325,9.99319875,5.82582225,8.6465975,20.0
429,F,1.575,1.2,0.425,25.0326085,8.8733935,4.86193925,9.4970825,18.0
430,F,1.4375,1.125,0.375,27.8675585,10.262519,5.62737575,7.37087,10.0
431,M,1.2125,0.9375,0.375,16.499409,6.973977,3.8838815,5.5281525,21.0
432,I,1.5,1.225,0.4125,32.41765325,13.1825175,7.47009325,9.4970825,10.0
433,I,0.8875,0.65,0.2125,5.613201,2.2963095,1.40330025,1.644271,7.0
434,M,1.375,1.1,0.375,24.5790165,10.375917,5.51397775,6.87475375,10.0
435,F,1.4625,1.175,0.375,26.138239,11.623295,6.39281225,8.9300925,9.0
436,M,1.65,1.3375,0.4625,45.3592,15.18115725,9.22776225,13.60776,20.0
437,F,1.225,0.925,0.4,19.17843675,7.0590255,4.2240755,6.23689,11.0
438,F,1.4,1.125,0.3375,26.1665885,11.9351395,5.6699,7.2291225,7.0
439,I,1.1625,0.9125,0.275,14.64251675,6.78970525,3.75630875,4.1106775,8.0
440,M,1.4625,1.1625,0.3625,28.22192725,13.2959155,6.80388,6.80388,12.0
441,M,1.375,1.0875,0.3375,24.6357155,9.298636,5.82582225,6.80388,9.0
442,I,0.925,0.725,0.2375,7.98038425,3.55786225,1.43164975,2.26796,6.0
443,M,1.4125,1.1125,0.3875,26.86115125,10.47514025,6.67630725,7.654365,11.0
444,F,1.3375,1.075,0.4,22.94892025,8.91591775,4.23825025,7.93786,13.0
445,I,1.0625,0.775,0.25,9.128539,3.572037,2.2963095,3.005047,8.0
446,F,1.45,1.15,0.375,28.8881405,12.47378,6.30776375,8.3631025,11.0
447,I,0.85,0.65,0.225,5.82582225,2.19708625,1.1056305,2.16873675,6.0
448,F,1.325,1.0625,0.325,19.80212575,9.695529,4.5075705,6.0951425,8.0
449,M,1.6,1.25,0.4125,31.25532375,13.99047825,6.13766675,9.922325,15.0
450,M,1.5,1.2375,0.4125,37.364641,17.6050395,7.9095105,9.4970825,10.0
451,I,1.2125,0.925,0.3125,14.5999925,6.9456275,2.70737725,4.9611625,9.0
452,I,0.6,0.4375,0.1625,1.8994165,0.793786,0.29766975,0.5953395,6.0
453,M,1.45,1.1875,0.4375,27.895908,12.74310025,5.9250455,7.7961125,14.0
454,I,1.3,0.9875,0.3,14.968536,7.087375,3.95475525,4.53592,8.0
455,I,0.9,0.6875,0.2375,6.87475375,3.061746,1.4458245,2.4097075,6.0
456,M,1.5875,1.2875,0.4125,35.50774875,16.6411565,7.18659825,9.4970825,11.0
457,I,1.25,0.9375,0.2875,15.74814725,6.36446275,3.01922175,4.252425,8.0
458,F,1.25,1.0,0.375,20.08562075,7.93786,4.082328,6.0951425,11.0
459,F,1.55,1.2,0.4,37.194544,15.762322,7.64019025,11.7650425,11.0
460,I,1.3625,1.075,0.3375,22.736299,9.31281075,5.1879585,6.9456275,9.0
461,I,0.7125,0.525,0.2125,3.3168915,1.34660125,0.75126175,0.97805775,5.0
462,M,1.5625,1.25,0.4375,32.88542,15.0535845,6.42116175,9.63883,10.0
463,F,1.575,1.2125,0.4,37.23706825,16.839603,7.41339425,10.489315,11.0
464,M,1.6,1.3125,0.45,43.64405525,19.46193175,9.128539,11.623295,10.0
465,F,1.5625,1.2125,0.4125,36.55668025,17.19397175,7.44174375,8.788345,29.0
466,M,1.375,1.0625,0.3875,23.3883375,7.7961125,5.40057975,7.484268,10.0
467,F,1.025,0.775,0.2875,7.994559,3.458639,1.48834875,2.551455,12.0
468,F,1.3375,1.0875,0.35,22.12678475,10.262519,4.52174525,7.2291225,13.0
469,F,1.6125,1.3125,0.5,41.4753185,19.37688325,8.278054,11.3398,10.0
470,M,1.4375,1.1,0.3875,24.08290025,10.6877615,4.7910655,6.80388,10.0
471,I,1.25,0.9625,0.3625,15.7339725,6.2652395,3.69960975,6.6621325,12.0
472,F,1.5125,1.175,0.4125,35.87629225,15.23785625,9.7238785,8.221355,9.0
473,I,0.7,0.525,0.2,3.16096925,1.360776,0.850485,0.850485,5.0
474,M,1.5625,1.2125,0.3875,34.23202125,15.43630275,8.4198015,8.788345,12.0
475,M,0.9375,0.6875,0.25,6.30776375,2.19708625,1.51669825,2.1262125,13.0
476,M,1.5625,1.175,0.3875,29.596878,12.00601325,6.67630725,8.60407325,10.0
477,F,1.5125,1.1875,0.4375,35.19590425,11.75086775,7.824462,13.0691195,13.0
478,I,0.725,0.525,0.1875,3.24601775,1.474174,1.11980525,0.9922325,4.0
479,M,1.5875,1.2625,0.475,38.76794125,18.61144675,8.60407325,9.922325,10.0
480,I,1.4375,1.075,0.3625,23.586784,8.03708325,4.32329875,6.520385,10.0
481,M,1.5625,1.25,0.4375,32.205032,14.29863675,7.10154975,8.29222875,10.0
482,I,1.3125,0.95,0.3125,15.8473705,6.73300625,3.118445,4.3941725,8.0
483,M,1.45,1.1625,0.4,29.15746075,12.0485375,6.633783,8.0796075,9.0
484,I,0.925,0.6875,0.2375,6.30776375,2.67902775,1.587572,2.1262125,7.0
485,I,1.525,1.175,0.425,32.2900805,14.4865945,6.30776375,8.68912175,12.0
486,I,1.2875,0.9875,0.3125,18.71067,8.51902475,3.78465825,4.9611625,8.0
487,F,1.65,1.3125,0.5125,44.21104525,18.75319425,10.6310625,14.5999925,11.0
488,I,1.2,0.925,0.3125,13.8062065,5.443104,2.82077525,4.12485225,8.0
489,M,1.525,1.2125,0.4125,30.94347925,13.93377925,7.200773,7.087375,9.0
490,I,1.3125,1.025,0.4,20.41164,9.87980075,4.025629,6.23689,9.0
491,M,1.5625,1.175,0.4,34.3879435,15.52135125,7.767763,8.50485,10.0
492,M,1.7,1.4625,0.4125,47.513762,21.262125,9.128539,11.90679,12.0
493,I,1.2875,1.05,0.3125,20.184844,8.37727725,4.422522,6.3786375,9.0
494,I,1.1625,0.8875,0.275,15.43630275,6.08096775,2.721552,3.98310475,8.0
495,M,1.2875,1.0,0.325,21.64484325,9.87980075,3.86970675,6.23689,9.0
496,M,1.8,1.375,0.4625,43.47395825,18.3421265,9.99319875,12.757275,12.0
497,I,1.2375,0.9375,0.3125,14.004653,5.91087075,3.118445,4.1106775,12.0
498,F,1.45,1.175,0.4375,31.127751,11.963489,6.747181,8.9300925,14.0
499,M,1.4375,1.1875,0.4375,27.59823825,9.62465525,6.36446275,8.50485,13.0
500,I,1.175,0.9375,0.3125,16.3576615,7.98038425,3.3735905,4.35164825,8.0
501,I,1.1,0.8125,0.25,9.8939755,3.35941575,2.26796,3.96893,8.0
502,M,1.4875,1.225,0.3875,31.2694985,13.79203175,6.90310325,9.355335,10.0
503,F,1.6875,1.3375,0.4375,37.194544,15.762322,7.47009325,11.7650425,10.0
504,M,1.425,1.1125,0.325,23.24659,9.8372765,4.4508715,7.7961125,11.0
505,F,1.6125,1.25,0.4,41.220173,17.53416575,9.9506745,11.056305,12.0
506,M,1.6375,1.275,0.45,43.3463855,18.83824275,10.70193625,10.61688775,11.0
507,F,1.2375,0.95,0.325,15.2236815,6.690482,3.01922175,4.9611625,9.0
508,I,1.125,0.8375,0.25,11.509897,5.9817445,1.8994165,3.8271825,8.0
509,F,1.675,1.3,0.5,42.354153,15.80484625,8.66077225,12.757275,18.0
510,I,1.2625,0.9875,0.325,15.74814725,6.7755305,3.6003865,5.2446575,9.0
511,I,0.9,0.6625,0.225,5.82582225,2.721552,1.0489315,1.8427175,7.0
512,M,0.95,0.6875,0.2375,7.540967,2.7499015,1.51669825,2.551455,7.0
513,M,1.55,1.25,0.375,33.0271675,15.46465225,8.221355,8.9300925,10.0
514,I,0.875,0.6625,0.2125,5.1312595,2.778251,1.077281,1.70097,7.0
515,F,1.3,1.025,0.35,19.63202875,8.1930055,5.0745605,5.03203625,10.0
516,M,1.5875,1.275,0.5125,45.529297,18.69649525,9.695529,14.17475,20.0
517,M,1.2,0.925,0.3,16.839603,6.577084,3.7137845,4.422522,12.0
518,I,1.3,0.975,0.3125,15.43630275,7.257472,3.04757125,4.252425,8.0
519,F,1.4625,1.125,0.4625,30.91512975,10.262519,7.200773,10.0640725,12.0
520,I,1.275,0.95,0.3,16.839603,7.3425205,3.9405805,5.10291,8.0
521,I,1.225,0.975,0.3125,15.2236815,6.33611325,3.4869885,4.29494925,10.0
522,M,1.525,1.225,0.425,34.6147395,17.61921425,7.64019025,8.0796075,11.0
523,F,1.2625,1.0,0.325,17.293195,7.35669525,3.84135725,4.7910655,10.0
524,M,1.5625,1.25,0.4,38.90968875,16.0174675,8.49067525,10.6877615,11.0
525,F,1.5625,1.2,0.4,29.937072,12.28950825,6.123492,8.50485,10.0
526,M,1.4875,1.1,0.4,30.674159,14.35902175,5.8683465,6.80388,9.0
527,F,1.125,0.825,0.2625,10.886208,4.139027,2.9766975,3.118445,10.0
528,M,1.4,1.1,0.35,23.43086175,9.56795625,4.3374735,6.3786375,8.0
529,F,1.525,1.2,0.4375,31.19862475,14.27397325,7.29999625,7.7961125,9.0
530,I,0.825,0.6375,0.2,4.252425,1.70097,1.077281,1.417475,6.0
531,M,1.6375,1.275,0.4,38.51279575,18.9091165,8.1363065,8.88756825,10.0
532,F,1.3,1.0,0.35,28.91649,13.4660125,6.08096775,8.221355,9.0
533,I,0.9625,0.725,0.225,7.3425205,3.47281375,1.80019325,2.1262125,7.0
534,M,1.4875,1.225,0.4,31.694741,13.5227115,7.484268,10.035723,11.0
535,I,1.025,0.7875,0.2625,10.41844125,4.49339575,2.45223175,2.9766975,7.0
536,F,1.075,0.85,0.3125,13.664459,5.28718175,3.50116325,3.78465825,9.0
537,I,0.5625,0.4,0.1,1.31825175,0.7087375,0.4252425,0.4252425,4.0
538,F,1.75,1.3,0.475,44.2535695,18.32795175,7.994559,13.04077,17.0
539,I,1.35,1.0375,0.4,23.473386,9.96484925,5.0745605,8.3631025,10.0
540,F,1.5625,1.2125,0.4375,34.6147395,14.685041,7.6827145,10.70193625,10.0
541,M,1.5375,1.2375,0.3875,32.16250775,14.92601175,7.52679225,7.767763,11.0
542,F,1.55,1.225,0.375,31.808139,16.3009625,6.56290925,8.7032965,10.0
543,F,1.4,1.125,0.375,24.79163775,9.6104805,5.216308,7.6260155,10.0
544,M,1.5625,1.275,0.4125,33.8776525,16.25843825,7.27164675,8.3631025,14.0
545,F,1.4,1.125,0.3625,22.52367775,9.7805775,5.3580555,7.37087,10.0
546,M,1.525,1.175,0.4125,32.10580875,12.8423235,7.314171,10.489315,11.0
547,I,0.9875,0.7125,0.25,9.8372765,4.0539785,1.7860185,2.6932025,6.0
548,M,1.6375,1.3125,0.5,49.45570275,20.79435825,8.71747125,12.757275,10.0
549,M,0.9375,0.75,0.2,7.6260155,3.1467945,1.77184375,1.984465,7.0
550,F,1.5,1.25,0.4125,34.5013415,14.968536,7.314171,10.489315,11.0
551,F,1.55,1.225,0.4625,32.13415825,12.1052365,7.27164675,10.0640725,14.0
552,M,1.1875,0.9,0.3125,14.8267885,5.96756975,2.9199985,4.6776675,10.0
553,M,1.425,1.125,0.425,24.13959925,9.90815025,5.556502,7.93786,11.0
554,M,1.6375,1.325,0.425,42.2124055,17.78931125,8.731646,12.0485375,11.0
555,M,1.55,1.2,0.5,37.52056325,17.8885345,7.66853975,10.0640725,12.0
556,I,0.925,0.7,0.2375,6.577084,2.73572675,1.63009625,2.1262125,7.0
557,M,1.575,1.2125,0.425,33.40988575,18.83824275,6.22271525,6.80388,9.0
558,M,1.475,1.1625,0.4125,27.08794725,11.97766375,5.57067675,6.87475375,8.0
559,I,1.2,0.925,0.25,14.004653,5.51397775,2.84912475,4.3941725,8.0
560,I,1.175,0.85,0.3,13.39513875,5.85417175,3.50116325,3.572037,8.0
561,F,1.325,1.0625,0.3375,22.396105,8.334753,5.1879585,7.37087,15.0
562,I,1.2375,0.95,0.3125,16.386011,7.030676,3.50116325,4.6776675,9.0
563,F,1.4125,1.1125,0.3875,29.199985,11.736693,5.5281525,8.50485,17.0
564,F,1.375,1.0375,0.35,19.80212575,8.51902475,4.309124,5.17378375,9.0
565,F,1.3625,1.1,0.375,28.22192725,11.453198,7.4559185,7.2291225,9.0
566,M,1.6,1.25,0.4125,34.79901125,18.200379,5.556502,8.50485,11.0
567,M,1.3,1.0,0.4,23.51591025,8.4198015,4.53592,8.3631025,20.0
568,I,1.25,0.975,0.375,18.767369,9.48290775,4.025629,6.23689,8.0
569,I,1.0625,0.8125,0.275,9.4970825,3.96893,1.8994165,2.9766975,7.0
570,M,1.175,0.8875,0.2625,13.8062065,5.443104,2.99087225,3.5436875,6.0
571,M,1.4125,1.125,0.45,28.179403,12.6155275,2.9199985,9.07184,22.0
572,F,1.6125,1.25,0.4875,43.30386125,18.56251525,9.99319875,12.6155275,10.0
573,F,1.5625,1.2125,0.3875,29.7386255,13.13999325,7.200773,8.0796075,10.0
574,I,0.725,0.5625,0.175,3.005047,1.5025235,0.56699,0.9922325,5.0
575,F,1.575,1.2375,0.5,38.612019,17.78931125,8.164656,11.7650425,11.0
576,I,0.45,0.325,0.1375,0.907184,0.283495,0.226796,0.340194,5.0
577,M,1.525,1.175,0.3625,28.462898,13.4660125,6.13766675,7.087375,11.0
578,F,1.5875,1.25,0.4,35.550273,17.7184375,8.6465975,9.355335,10.0
579,M,1.4875,1.175,0.4,29.199985,13.13999325,5.556502,8.6465975,10.0
580,F,1.5625,1.25,0.45,31.127751,13.96212875,6.973977,9.4970825,9.0
581,I,1.0875,0.8125,0.275,10.4609655,4.932813,2.26796,2.9766975,8.0
582,M,1.35,1.0625,0.4375,27.895908,10.489315,5.783298,7.7961125,17.0
583,M,1.5125,1.2,0.4375,29.97959625,8.97261675,5.4714535,10.0640725,12.0
584,I,0.8875,0.7125,0.225,8.09378225,3.515338,1.6726205,2.26796,7.0
585,M,1.3,1.0,0.325,20.97863,9.8372765,4.63514325,5.1312595,9.0
586,F,1.625,1.275,0.3875,39.2073585,16.726205,9.128539,11.0846545,10.0
587,I,1.0125,0.75,0.225,7.9095105,3.515338,1.57339725,2.26796,6.0
588,I,1.425,1.1,0.425,23.48756075,10.9712565,4.63514325,6.80388,9.0
589,F,1.5,1.1875,0.375,29.9087225,10.2908685,7.257472,7.654365,11.0
590,I,1.5375,1.1875,0.4125,29.993771,12.77144975,6.67630725,8.9300925,10.0
591,M,1.75,1.3125,0.4,47.513762,19.6462035,11.5382465,12.47378,10.0
592,I,0.6375,0.475,0.15,2.05533875,0.7654365,0.60951425,0.850485,6.0
593,M,1.35,1.0625,0.35,23.11901725,7.35669525,5.556502,7.2291225,12.0
594,I,1.0,0.775,0.225,6.8322295,2.14038725,1.57339725,2.1262125,7.0
595,F,1.5625,1.225,0.4125,33.38153625,16.839603,6.010094,9.99319875,11.0
596,I,1.25,1.0,0.3625,20.638436,9.0434905,4.12485225,4.479221,9.0
597,M,1.4375,1.2125,0.4125,29.78114975,10.75863525,6.7755305,9.4970825,16.0
598,F,1.525,1.1875,0.425,32.034935,13.62193475,6.80388,9.2135875,10.0
599,M,1.45,1.1375,0.4,30.63163475,10.035723,5.556502,9.922325,15.0
600,F,1.55,1.25,0.4375,36.0322145,15.52135125,6.8322295,9.922325,10.0
601,M,1.5375,1.1875,0.4375,34.8415355,15.2803805,7.3425205,9.922325,10.0
602,I,0.9625,0.7125,0.225,6.0384435,2.6365035,1.34660125,1.984465,6.0
603,I,0.8125,0.6,0.1875,4.6209685,2.11203775,1.417475,1.417475,6.0
604,I,1.25,0.975,0.275,18.01610725,8.77417025,3.515338,4.2240755,9.0
605,F,1.6125,1.2625,0.4875,39.972795,17.50581625,8.50485,11.623295,12.0
606,I,0.875,0.6625,0.2,5.25883225,2.05533875,1.190679,1.70097,6.0
607,I,0.9,0.6625,0.2125,5.03203625,2.59397925,1.14815475,1.5592225,6.0
608,I,1.1625,0.9125,0.3375,13.39513875,5.54232725,2.9766975,4.3941725,9.0
609,I,1.2625,1.0,0.375,17.1514475,7.52679225,3.10427025,5.953395,8.0
610,F,1.375,1.0625,0.375,24.720764,11.0846545,5.68407475,6.0951425,8.0
611,I,0.95,0.7125,0.25,7.8528115,3.2601925,1.7293195,2.26796,7.0
612,F,1.525,1.175,0.4625,32.0632845,12.417081,7.144074,9.07184,15.0
613,I,0.7375,0.5375,0.225,3.6003865,1.360776,1.14815475,1.13398,7.0
614,I,1.175,0.9125,0.2875,13.664459,5.28718175,2.93417325,4.53592,7.0
615,I,1.175,0.9375,0.3125,13.53688625,5.96756975,2.99087225,3.2601925,8.0
616,F,1.5625,1.225,0.45,33.38153625,15.52135125,7.04485075,10.0640725,9.0
617,I,0.825,0.6375,0.2,5.06038575,2.05533875,1.1056305,1.5592225,6.0
618,I,0.475,0.325,0.0625,0.75126175,0.2551455,0.1417475,0.2551455,6.0
619,F,1.4625,1.1625,0.4,27.71163625,12.20445975,6.066793,8.0796075,9.0
620,M,0.875,0.6625,0.2125,5.06038575,2.0695135,1.0489315,1.7860185,6.0
621,M,1.175,0.9,0.3,12.71475075,4.6776675,2.8066005,4.819415,14.0
622,F,1.4125,1.0625,0.375,25.741346,10.6310625,5.2446575,6.9456275,8.0
623,F,1.125,0.8375,0.3,10.50348975,3.231843,2.45223175,3.40194,13.0
624,F,1.6,1.3,0.5125,44.91978275,12.85649825,7.8528115,15.5071765,15.0
625,F,1.5375,1.175,0.425,31.127751,14.7133905,7.3992195,8.6465975,9.0
626,I,1.35,1.1,0.375,20.921931,8.12213175,4.3374735,6.3786375,11.0
627,F,1.2125,0.875,0.2875,12.984071,5.443104,2.99087225,3.685435,9.0
628,I,1.375,1.0625,0.3375,22.6796,9.8372765,5.7549485,6.19436575,9.0
629,I,1.375,1.0625,0.4,23.019794,11.4248485,4.83358975,6.9456275,9.0
